user_name,res_id,count,user_id,rating
102.indianapolis-01-02rs.in.dial-access.att.net,79,1,26,3
102.p1.ascend18.mia.icanect.net,17,1,27,3
102.st-louis-009.mo.dial-access.att.net,437,1,28,3
102.st-louis-009.mo.dial-access.att.net,666,1,28,3
104.detroit-06-07rs.mi.dial-access.att.net,162,1,29,3
104.detroit-06-07rs.mi.dial-access.att.net,230,1,29,3
104.detroit-06-07rs.mi.dial-access.att.net,562,1,29,3
104.detroit-06-07rs.mi.dial-access.att.net,585,1,29,3
1043noc-pm3-01-143.axnet.com,186,1,30,3
105.ppp5.gulftel.com,334,1,31,3
106.detroit-02.mi.dial-access.att.net,128,1,32,3
106.detroit-02.mi.dial-access.att.net,291,1,32,3
106.detroit-02.mi.dial-access.att.net,34,1,32,3
106.ippool.cville.multipro.com,102,1,33,3
106.ippool.cville.multipro.com,155,1,33,3
106.rochelle-park-01.nj.dial-access.att.net,652,1,34,3
107.chicago-008.il.dial-access.att.net,189,1,35,3
108.chicago-004.il.dial-access.att.net,100,1,36,3
108.chicago-004.il.dial-access.att.net,309,1,36,3
108.chicago-004.il.dial-access.att.net,344,1,36,3
11-118.001.popsite.net,175,1,37,3
11-144.001.popsite.net,400,1,38,3
11-146.001.popsite.net,261,1,39,3
11.atlanta-38.ga.dial-access.att.net,469,1,40,3
11.chicago-02.il.dial-access.att.net,598,1,41,3
110.charlotte-001.nc.dial-access.att.net,443,1,42,3
110eppley-pc-6.cl.msu.edu,275,1,43,3
110eppley-pc-6.cl.msu.edu,665,1,43,3
111-51.robert-morris.edu,438,1,44,3
111.atlanta-36.ga.dial-access.att.net,134,1,45,3
111.atlanta-36.ga.dial-access.att.net,630,1,45,3
111.birmingham-01.al.dial-access.att.net,144,1,46,3
111.indianapolis-03-04rs.in.dial-access.att.net,120,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,163,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,180,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,216,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,233,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,269,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,350,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,445,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,526,1,47,3
111.indianapolis-03-04rs.in.dial-access.att.net,648,1,47,3
111.kansas-city-01.mo.dial-access.att.net,350,1,48,3
111.kansas-city-01.mo.dial-access.att.net,439,1,48,3
111.kansas-city-01.mo.dial-access.att.net,497,1,48,3
112.jacksonville-02.fl.dial-access.att.net,217,1,49,3
113.chicago-08.il.dial-access.att.net,234,1,50,3
113.chicago-08.il.dial-access.att.net,259,1,50,3
114.arlington-02.va.dial-access.att.net,659,1,51,3
114.p1.ascend17.mia.icanect.net,129,1,52,3
114.p1.ascend17.mia.icanect.net,294,1,52,3
114.p1.ascend17.mia.icanect.net,30,1,52,3
114.p1.ascend17.mia.icanect.net,328,1,52,3
114.p1.ascend17.mia.icanect.net,341,1,52,3
114.p1.ascend17.mia.icanect.net,353,1,52,3
114.p1.ascend17.mia.icanect.net,520,1,52,3
114.p1.ascend17.mia.icanect.net,648,1,52,3
114.salt-lake-city-01.ut.dial-access.att.net,665,1,53,3
115.bridgeton-062.mo.dial-access.att.net,206,1,54,3
115.ft-lauderdale-02.fl.dial-access.att.net,546,1,55,3
118.chicago-016.il.dial-access.att.net,621,1,56,3
119.atlanta-06.ga.dial-access.att.net,189,2,57,3
119.atlanta-06.ga.dial-access.att.net,308,2,57,3
119.atlanta-06.ga.dial-access.att.net,334,2,57,3
119.atlanta-06.ga.dial-access.att.net,576,2,57,3
119.atlanta-06.ga.dial-access.att.net,659,2,57,3
119.st-louis-016.mo.dial-access.att.net,513,1,58,3
11pm02.ka.net,335,1,59,3
12-005.001.popsite.net,0,1,60,3
12-005.001.popsite.net,159,1,60,3
12-165.001.popsite.net,64,1,61,3
12.1.139.69,162,1,62,3
12.1.175.113,166,1,63,3
12.1.175.190,268,1,64,3
12.1.175.190,353,1,64,3
12.1.175.190,467,1,64,3
12.1.175.190,500,1,64,3
12.10.121.60,110,1,65,3
12.10.75.131,106,1,66,3
12.10.96.158,543,1,67,3
12.126.247.142,201,1,68,3
12.126.247.142,239,1,68,3
12.126.247.142,359,1,68,3
12.126.247.142,410,1,68,3
12.126.247.142,643,1,68,3
12.13.100.66,617,1,69,3
12.13.116.91,496,1,70,3
12.13.206.254,643,1,71,3
12.13.238.137,400,1,72,3
12.14.107.146,145,1,73,3
12.14.107.146,163,1,73,3
12.15.50.2,167,1,74,3
12.17.125.2,17,1,75,3
12.17.66.69,179,1,76,3
12.17.66.69,293,1,76,3
12.17.66.69,44,1,76,3
12.17.66.69,652,1,76,3
12.19.169.66,463,1,77,3
12.19.169.66,599,1,77,3
12.19.169.70,516,1,78,3
12.19.169.70,621,1,78,3
12.19.169.70,670,1,78,3
12.19.174.2,230,1,79,3
12.19.174.2,445,1,79,3
12.19.7.111,164,1,80,3
12.2.10.130,460,1,81,3
12.2.115.11,203,1,82,3
12.2.115.11,595,1,82,3
12.2.118.2,615,1,83,3
12.2.118.2,627,1,83,3
12.2.137.210,153,1,84,3
12.2.142.21,117,1,85,3
12.2.142.21,494,1,85,3
12.2.16.235,505,2,86,3
12.2.179.2,608,2,87,3
12.2.192.234,457,1,88,3
12.2.194.3,302,1,89,3
12.2.194.7,497,1,90,3
12.2.21.2,586,1,91,3
12.2.212.3,51,1,92,3
12.2.224.253,110,1,93,3
12.2.224.253,316,1,93,3
12.2.224.253,619,1,93,3
12.2.226.7,52,1,94,1
12.2.226.7,661,2,94,5
12.2.26.82,350,1,95,3
12.2.26.82,523,1,95,3
12.2.26.98,121,1,96,3
12.2.26.98,197,1,96,3
12.2.26.98,25,1,96,3
12.2.26.98,265,1,96,3
12.2.26.98,271,1,96,3
12.2.26.98,287,1,96,3
12.2.26.98,397,1,96,3
12.2.26.98,546,1,96,3
12.2.26.98,635,1,96,3
12.2.39.88,162,1,97,3
12.2.57.197,167,1,98,3
12.2.57.197,201,1,98,3
12.2.57.197,553,1,98,3
12.2.58.2,246,1,99,3
12.2.73.31,359,1,100,3
12.20.58.42,265,1,101,3
12.20.58.43,571,1,102,3
12.20.58.43,89,1,102,3
12.20.58.50,400,1,103,3
12.20.58.50,508,1,103,3
12.20.58.50,519,1,103,3
12.20.58.51,17,1,104,3
12.20.58.51,255,1,104,3
12.20.58.51,493,1,104,3
12.20.58.51,496,1,104,3
12.20.58.67,399,1,105,3
12.20.64.130,44,1,106,3
12.20.64.130,53,1,106,3
12.21.104.102,334,1,107,3
12.22.170.251,613,1,108,3
12.23.164.63,463,1,109,3
12.23.165.95,560,1,110,3
12.3.195.179,230,1,111,3
12.4.161.2,227,1,112,3
12.4.64.6,162,1,113,3
12.6.101.42,133,1,114,3
12.6.101.42,334,1,114,3
12.6.101.61,17,1,115,3
12.6.107.135,543,1,116,3
12.6.165.139,120,1,117,3
12.6.165.139,463,1,117,3
12.6.165.139,61,1,117,3
12.6.165.139,86,1,117,3
12.62.31.101,5,1,118,3
12.63.185.63,186,1,119,3
12.63.185.63,192,1,119,3
12.63.185.63,201,1,119,3
12.63.185.63,274,1,119,3
12.63.185.63,302,1,119,3
12.66.103.192,672,1,120,3
12.66.103.81,335,1,121,3
12.66.103.81,555,1,121,3
12.66.34.68,219,1,122,3
12.66.6.152,44,1,123,3
12.66.97.114,174,1,124,3
12.66.97.114,621,1,124,3
12.67.129.146,269,1,125,3
12.67.129.146,4,1,125,3
12.67.129.146,621,1,125,3
12.67.129.146,99,1,125,3
12.67.129.47,127,1,126,3
12.67.129.47,131,1,126,3
12.67.129.47,165,1,126,3
12.67.129.47,393,1,126,3
12.67.129.47,456,1,126,3
12.67.129.47,559,1,126,3
12.67.130.185,14,1,127,3
12.67.144.109,133,1,128,3
12.67.144.109,336,1,128,3
12.67.144.109,409,1,128,3
12.67.144.109,99,1,128,3
12.67.146.8,244,1,129,3
12.67.148.17,1,1,130,3
12.67.148.17,223,1,130,3
12.67.148.17,262,1,130,3
12.67.148.17,337,1,130,3
12.67.18.163,78,1,131,3
12.68.100.177,399,1,132,3
12.68.158.61,464,1,133,3
12.69.34.97,383,2,134,3
12.7.134.123,97,1,135,3
12.70.20.185,261,1,136,3
12.70.20.185,99,1,136,3
12.72.102.107,45,1,137,3
12.72.64.178,244,1,138,3
12.74.0.19,448,1,139,3
12.74.100.99,334,1,140,3
12.74.138.131,0,1,141,3
12.74.96.85,122,1,142,3
12.74.97.78,186,1,143,3
12.75.128.38,162,1,144,3
12.75.134.77,452,1,145,3
12.75.134.77,457,1,145,3
12.75.139.22,294,1,146,3
12.75.140.110,30,1,147,3
12.75.144.13,224,1,148,3
12.75.144.13,334,1,148,3
12.75.148.165,610,1,149,3
12.75.148.165,646,1,149,3
12.75.148.83,175,1,150,3
12.75.148.83,359,1,150,3
12.75.148.83,537,1,150,3
12.75.149.33,610,2,151,3
12.75.149.51,137,1,152,3
12.75.149.51,292,1,152,3
12.75.149.51,378,1,152,3
12.75.149.51,442,1,152,3
12.75.149.51,476,1,152,3
12.75.149.51,497,1,152,3
12.75.149.51,664,1,152,3
12.75.150.180,501,1,153,3
12.75.150.204,175,1,154,3
12.75.150.36,293,1,155,3
12.75.150.36,350,1,155,3
12.75.150.36,378,1,155,3
12.75.150.36,77,1,155,3
12.75.150.36,87,1,155,3
12.75.151.135,415,1,156,3
12.75.151.135,671,1,156,3
12.75.152.125,195,1,157,3
12.75.152.237,654,1,158,3
12.75.152.238,227,1,159,3
12.75.152.238,334,1,159,3
12.75.152.238,508,1,159,3
12.75.153.98,163,1,160,3
12.75.156.172,467,2,161,3
12.75.156.238,496,1,162,3
12.75.156.4,174,1,163,3
12.75.156.4,406,1,163,3
12.75.156.4,463,1,163,3
12.75.156.4,624,1,163,3
12.75.158.61,466,1,164,3
12.75.158.79,632,1,165,3
12.75.158.79,652,1,165,3
12.75.159.12,496,1,166,3
12.75.159.99,333,1,167,3
12.75.159.99,449,1,167,3
12.75.160.179,378,1,168,3
12.75.160.2,128,1,169,3
12.75.160.2,162,1,169,3
12.75.160.2,167,1,169,3
12.75.160.2,334,1,169,3
12.75.160.2,459,1,169,3
12.75.160.2,52,1,169,3
12.75.160.2,543,1,169,3
12.75.160.2,599,1,169,3
12.75.160.237,486,1,170,3
12.75.160.46,408,1,171,3
12.75.160.6,454,1,172,3
12.75.160.8,117,1,173,3
12.75.161.153,344,1,174,3
12.75.161.153,44,1,174,3
12.75.161.198,299,1,175,3
12.75.165.102,194,1,176,3
12.75.165.15,274,1,177,3
12.75.165.15,534,1,177,3
12.75.172.167,184,1,178,3
12.75.172.167,219,1,178,3
12.75.172.167,368,1,178,3
12.75.172.167,642,1,178,3
12.75.172.181,16,1,179,3
12.75.172.181,505,1,179,3
12.75.172.181,598,1,179,3
12.75.172.216,183,1,180,3
12.75.172.216,207,1,180,3
12.75.172.72,573,1,181,3
12.75.173.181,357,1,182,3
12.75.173.181,407,1,182,3
12.75.173.181,488,1,182,3
12.75.173.202,192,1,183,3
12.75.173.202,542,1,183,3
12.75.173.202,585,1,183,3
12.75.173.220,207,1,184,3
12.75.173.220,61,1,184,3
12.75.173.35,201,1,185,3
12.75.173.35,224,1,185,3
12.75.174.140,353,1,186,3
12.75.195.196,627,1,187,3
12.75.195.196,670,1,187,3
12.75.196.224,66,1,188,3
12.75.196.240,111,1,189,3
12.75.196.240,133,1,189,3
12.75.197.135,399,1,190,3
12.75.197.135,615,1,190,3
12.75.197.72,105,1,191,3
12.75.207.197,152,1,192,3
12.75.207.197,280,1,192,3
12.75.207.197,621,1,192,3
12.75.221.14,464,1,193,3
12.75.221.14,614,1,193,3
12.75.221.14,86,1,193,3
12.75.223.210,162,1,194,3
12.75.223.210,379,1,194,3
12.75.56.67,107,1,195,3
12.75.56.67,597,1,195,3
12.76.102.184,130,1,196,3
12.76.102.184,134,1,196,3
12.76.102.184,560,1,196,3
12.76.102.20,262,1,197,3
12.76.102.20,413,1,197,3
12.76.102.85,44,2,198,5
12.76.102.85,585,1,198,1
12.76.102.85,86,1,198,1
12.76.102.85,99,1,198,1
12.76.131.74,175,1,199,3
12.76.65.72,138,1,200,3
12.76.65.72,603,1,200,3
12.76.68.68,102,1,201,3
12.76.68.68,246,1,201,3
12.76.68.68,503,1,201,3
12.76.68.68,52,1,201,3
12.76.77.216,169,1,202,3
12.76.77.216,341,1,202,3
12.76.77.216,439,1,202,3
12.76.77.216,460,1,202,3
12.76.77.216,5,1,202,3
12.76.82.229,233,1,203,3
12.77.222.77,627,1,204,3
12.77.224.80,192,1,205,3
12.77.224.80,334,1,205,3
12.77.224.80,341,1,205,3
12.77.224.80,353,1,205,3
12.77.224.80,464,1,205,3
12.77.224.80,476,1,205,3
12.77.224.80,624,1,205,3
12.77.224.80,665,1,205,3
12.77.224.80,86,1,205,3
12.77.225.156,234,1,206,3
12.77.24.13,44,1,207,3
12.77.80.95,120,1,208,3
12.78.107.56,448,1,209,3
12.78.119.90,315,1,210,1
12.78.119.90,452,2,210,5
12.78.119.90,53,1,210,1
12.78.119.90,555,1,210,1
12.79.192.190,106,1,211,3
12.79.192.190,230,1,211,3
12.79.192.190,500,1,211,3
12.79.192.190,555,1,211,3
12.79.34.197,643,1,212,3
12.79.39.7,139,1,213,3
12.79.39.7,519,1,213,3
12.79.52.31,10,1,214,3
12.79.52.31,64,1,214,3
12.79.52.31,665,1,214,3
12.9.145.15,465,1,215,3
12.9.145.15,672,1,215,3
12.chicago-23-24rs.il.dial-access.att.net,220,1,216,3
12.detroit-002.mi.dial-access.att.net,255,1,217,3
12.net4.nauticom.net,166,1,218,1
12.net4.nauticom.net,230,2,218,5
12.net4.nauticom.net,334,1,218,1
121.chicago-036.il.dial-access.att.net,133,1,219,3
121.chicago-036.il.dial-access.att.net,517,1,219,3
121.chicago-16.il.dial-access.att.net,642,1,220,3
121.manchester-01.nh.dial-access.att.net,30,1,221,3
122.chicago-05-10rs.il.dial-access.att.net,293,1,222,3
122.chicago-05-10rs.il.dial-access.att.net,609,1,222,3
122.chicago-05-10rs.il.dial-access.att.net,635,1,222,3
124.new-york-11.ny.dial-access.att.net,627,1,223,3
124.new-york-11.ny.dial-access.att.net,97,1,223,3
125.charlotte-04.nc.dial-access.att.net,664,1,224,3
125.toledo-02.oh.dial-access.att.net,438,1,225,3
126.chicago-002.il.dial-access.att.net,283,1,226,3
126.chicago-11-12rs.il.dial-access.att.net,496,1,227,3
127.bridgeton-009.mo.dial-access.att.net,464,1,228,3
127.chicago-003.il.dial-access.att.net,144,1,229,3
128.10.9.53,672,1,230,3
128.101.149.88,0,1,231,3
128.101.22.37,336,1,232,3
128.101.43.30,280,2,233,5
128.101.43.30,354,1,233,1
128.103.124.197,122,1,234,3
128.103.124.235,17,1,235,3
128.103.124.235,394,1,235,3
128.103.181.82,359,1,236,3
128.103.79.152,192,1,237,3
128.103.79.152,245,1,237,3
128.104.12.232,549,1,238,3
128.104.188.42,52,1,239,3
128.104.19.181,610,1,240,3
128.104.19.215,671,1,241,3
128.104.216.180,296,1,242,3
128.104.217.175,166,1,243,3
128.104.217.175,336,1,243,3
128.104.217.175,370,1,243,3
128.104.217.175,394,1,243,3
128.104.218.126,274,1,244,3
128.104.218.126,497,1,244,3
128.104.218.126,592,1,244,3
128.104.225.153,168,1,245,3
128.104.66.37,489,1,246,3
128.113.29.83,346,1,247,3
128.114.180.144,11,1,248,3
128.114.180.144,121,1,248,3
128.118.118.135,316,1,249,3
128.119.169.207,205,1,250,3
128.120.130.217,455,2,251,3
128.120.169.133,133,1,252,3
128.120.169.133,336,1,252,3
128.120.169.133,44,1,252,3
128.120.169.133,632,1,252,3
128.120.169.133,652,1,252,3
128.120.169.133,671,1,252,3
128.120.169.133,672,1,252,3
128.122.56.228,175,1,253,3
128.135.100.50,11,1,254,3
128.135.100.50,340,1,254,3
128.135.100.50,539,1,254,3
128.135.100.50,90,1,254,3
128.135.100.91,326,1,255,3
128.135.100.91,379,1,255,3
128.135.100.91,454,1,255,3
128.135.100.91,539,1,255,3
128.135.100.91,616,1,255,3
128.135.104.219,161,1,256,3
128.135.108.2,17,1,257,3
128.135.108.2,497,1,257,3
128.135.109.166,573,1,258,3
128.135.11.133,275,1,259,3
128.135.11.133,564,1,259,3
128.135.11.175,624,3,260,3
128.135.11.240,475,1,261,3
128.135.110.179,100,1,262,3
128.135.110.179,30,1,262,3
128.135.110.179,553,1,262,3
128.135.110.179,665,1,262,3
128.135.110.24,315,1,263,3
128.135.110.24,672,1,263,3
128.135.110.24,99,1,263,3
128.135.110.52,14,1,264,3
128.135.112.4,99,1,265,3
128.135.116.128,635,1,266,3
128.135.117.189,288,1,267,3
128.135.117.189,438,1,267,3
128.135.117.189,564,1,267,3
128.135.117.189,597,1,267,3
128.135.117.205,162,1,268,3
128.135.12.7,237,1,269,3
128.135.120.56,230,2,270,3
128.135.124.33,426,2,271,3
128.135.124.53,63,1,272,3
128.135.125.14,192,1,273,3
128.135.125.14,378,1,273,3
128.135.125.14,78,1,273,3
128.135.125.74,610,1,274,3
128.135.13.20,122,1,275,3
128.135.130.140,0,1,276,3
128.135.130.140,252,1,276,3
128.135.130.140,457,1,276,3
128.135.130.140,496,1,276,3
128.135.130.140,595,1,276,3
128.135.130.213,166,1,277,3
128.135.130.213,520,1,277,3
128.135.132.43,393,1,278,3
128.135.135.29,192,1,279,3
128.135.137.129,241,1,280,1
128.135.137.129,300,1,280,1
128.135.137.129,442,2,280,5
128.135.137.18,497,1,281,3
128.135.137.18,632,1,281,3
128.135.137.51,585,1,282,3
128.135.138.7,292,1,283,3
128.135.14.100,630,1,284,3
128.135.14.132,407,1,285,3
128.135.14.136,312,1,286,3
128.135.14.142,350,1,287,3
128.135.14.142,391,1,287,3
128.135.14.144,141,1,288,3
128.135.14.144,207,1,288,3
128.135.14.144,333,1,288,3
128.135.14.144,509,1,288,3
128.135.14.144,596,1,288,3
128.135.14.144,609,1,288,3
128.135.14.33,127,1,289,3
128.135.14.33,442,1,289,3
128.135.14.33,56,1,289,3
128.135.14.33,594,1,289,3
128.135.14.41,316,1,290,3
128.135.14.50,369,1,291,3
128.135.14.55,17,1,292,3
128.135.14.55,497,1,292,3
128.135.14.62,161,1,293,3
128.135.14.64,175,1,294,3
128.135.14.64,278,1,294,3
128.135.14.65,229,1,295,3
128.135.14.67,630,1,296,3
128.135.14.70,496,1,297,3
128.135.14.70,520,1,297,3
128.135.14.76,274,1,298,3
128.135.14.93,106,1,299,3
128.135.14.93,457,1,299,3
128.135.14.93,494,1,299,3
128.135.142.2,627,1,300,3
128.135.142.38,144,1,301,3
128.135.142.38,294,1,301,3
128.135.142.38,316,1,301,3
128.135.142.38,334,1,301,3
128.135.142.38,476,1,301,3
128.135.144.19,55,1,302,3
128.135.144.59,407,1,303,3
128.135.15.141,415,1,304,3
128.135.15.141,543,1,304,3
128.135.15.198,14,1,305,3
128.135.15.198,399,1,305,3
128.135.155.108,102,1,306,3
128.135.155.108,14,1,306,3
128.135.155.17,106,1,307,3
128.135.155.17,133,1,307,3
128.135.16.133,596,1,308,3
128.135.162.144,632,1,309,3
128.135.162.144,652,1,309,3
128.135.162.212,44,1,310,3
128.135.166.97,235,1,311,3
128.135.166.97,47,1,311,3
128.135.166.97,522,1,311,3
128.135.166.97,615,1,311,3
128.135.166.97,638,1,311,3
128.135.167.146,650,1,312,3
128.135.167.146,654,1,312,3
128.135.168.24,233,1,313,3
128.135.17.200,195,1,314,3
128.135.17.200,216,1,314,3
128.135.17.200,555,1,314,3
128.135.170.135,185,1,315,3
128.135.170.135,655,1,315,3
128.135.172.138,148,1,316,3
128.135.172.138,260,1,316,3
128.135.172.23,445,1,317,3
128.135.172.23,504,1,317,3
128.135.172.92,226,1,318,3
128.135.172.92,463,1,318,3
128.135.175.54,161,1,319,3
128.135.175.77,303,1,320,3
128.135.175.77,315,1,320,3
128.135.175.77,54,1,320,3
128.135.177.19,163,1,321,3
128.135.177.22,543,1,322,3
128.135.177.22,627,1,322,3
128.135.177.39,613,1,323,3
128.135.177.39,650,1,323,3
128.135.177.75,144,1,324,3
128.135.177.75,368,1,324,3
128.135.177.77,163,1,325,3
128.135.177.88,476,1,326,3
128.135.177.88,608,1,326,3
128.135.18.101,334,1,327,3
128.135.18.113,117,1,328,3
128.135.18.121,322,1,329,3
128.135.18.121,463,1,329,3
128.135.18.126,122,1,330,3
128.135.18.126,303,1,330,3
128.135.18.126,529,1,330,3
128.135.18.126,669,1,330,3
128.135.18.126,76,1,330,3
128.135.18.128,246,1,331,3
128.135.18.134,163,1,332,3
128.135.18.134,38,1,332,3
128.135.18.134,70,1,332,3
128.135.18.135,134,1,333,3
128.135.18.136,42,1,334,3
128.135.18.138,51,1,335,3
128.135.18.141,174,1,336,3
128.135.18.141,3,1,336,3
128.135.18.143,175,1,337,3
128.135.18.143,202,1,337,3
128.135.18.143,334,1,337,3
128.135.18.143,70,1,337,3
128.135.18.146,235,1,338,3
128.135.18.146,64,1,338,3
128.135.18.174,560,1,339,3
128.135.18.181,671,1,340,3
128.135.18.194,570,1,341,3
128.135.18.28,107,1,342,3
128.135.18.28,117,1,342,3
128.135.18.28,144,1,342,3
128.135.18.28,537,1,342,3
128.135.18.28,610,1,342,3
128.135.18.28,617,1,342,3
128.135.18.31,330,1,343,3
128.135.18.37,134,1,344,3
128.135.18.5,462,1,345,3
128.135.18.52,62,1,346,3
128.135.18.69,192,1,347,3
128.135.18.89,276,1,348,3
128.135.18.89,427,1,348,3
128.135.18.9,122,1,349,3
128.135.18.90,141,1,350,3
128.135.18.90,258,1,350,3
128.135.18.90,371,1,350,3
128.135.18.90,564,1,350,3
128.135.18.91,175,1,351,3
128.135.18.91,63,1,351,3
128.135.18.93,299,1,352,3
128.135.18.99,70,1,353,3
128.135.180.198,275,1,354,3
128.135.182.24,159,1,355,3
128.135.184.178,189,1,356,1
128.135.184.178,603,2,356,5
128.135.184.178,633,1,356,1
128.135.184.178,661,1,356,1
128.135.184.44,334,1,357,3
128.135.188.30,312,1,358,3
128.135.188.30,462,1,358,3
128.135.188.30,467,1,358,3
128.135.188.33,636,1,359,3
128.135.188.72,393,1,360,3
128.135.20.231,122,1,361,3
128.135.208.149,178,1,362,3
128.135.208.149,198,1,362,3
128.135.208.149,517,1,362,3
128.135.208.149,667,1,362,3
128.135.208.157,328,1,363,3
128.135.208.157,343,1,363,3
128.135.208.157,364,1,363,3
128.135.208.157,438,1,363,3
128.135.208.157,517,1,363,3
128.135.208.157,619,1,363,3
128.135.208.157,633,1,363,3
128.135.208.71,250,1,364,3
128.135.208.71,410,1,364,3
128.135.208.71,646,1,364,3
128.135.21.46,597,1,365,3
128.135.21.46,622,1,365,3
128.135.21.77,192,1,366,3
128.135.214.46,464,1,367,3
128.135.214.46,497,1,367,3
128.135.214.99,107,1,368,3
128.135.214.99,86,1,368,3
128.135.218.40,99,1,369,3
128.135.218.54,106,1,370,3
128.135.218.54,195,1,370,3
128.135.218.54,350,1,370,3
128.135.218.54,567,1,370,3
128.135.220.123,465,1,371,3
128.135.220.5,144,1,372,3
128.135.220.5,610,1,372,3
128.135.226.57,570,1,373,3
128.135.226.65,460,1,374,3
128.135.226.65,543,1,374,3
128.135.228.144,283,1,375,3
128.135.228.144,316,1,375,3
128.135.228.144,462,1,375,3
128.135.228.144,567,1,375,3
128.135.228.157,287,1,376,3
128.135.24.176,420,1,377,3
128.135.24.176,423,1,377,3
128.135.24.176,594,1,377,3
128.135.24.195,45,1,378,3
128.135.24.195,627,1,378,3
128.135.25.45,647,1,379,3
128.135.34.90,496,1,380,3
128.135.35.142,523,1,381,3
128.135.35.201,230,1,382,3
128.135.35.201,453,1,382,3
128.135.35.201,78,1,382,3
128.135.35.40,585,1,383,3
128.135.35.66,202,1,384,3
128.135.4.100,144,1,385,3
128.135.4.100,159,1,385,3
128.135.4.100,356,1,385,3
128.135.4.100,38,1,385,3
128.135.4.100,463,1,385,3
128.135.4.100,62,1,385,3
128.135.4.100,70,1,385,3
128.135.45.136,7,1,386,3
128.135.45.177,194,2,387,5
128.135.45.177,350,1,387,1
128.135.45.246,292,1,388,3
128.135.45.246,303,1,388,3
128.135.47.121,262,1,389,3
128.135.47.121,289,1,389,3
128.135.47.160,100,1,390,3
128.135.47.160,356,1,390,3
128.135.47.160,47,1,390,3
128.135.47.229,221,1,391,3
128.135.47.229,647,1,391,3
128.135.47.79,233,1,392,3
128.135.47.79,258,1,392,3
128.135.47.79,287,1,392,3
128.135.47.79,379,1,392,3
128.135.47.79,533,1,392,3
128.135.47.79,624,1,392,3
128.135.47.79,654,1,392,3
128.135.47.79,667,1,392,3
128.135.49.209,540,1,393,3
128.135.49.94,311,1,394,3
128.135.49.94,434,1,394,3
128.135.5.248,603,1,395,3
128.135.5.248,643,1,395,3
128.135.53.80,650,1,396,3
128.135.55.84,165,1,397,3
128.135.56.13,596,1,398,3
128.135.56.204,490,1,399,3
128.135.57.86,120,1,400,3
128.135.58.7,121,1,401,1
128.135.58.7,14,1,401,1
128.135.58.7,192,1,401,1
128.135.58.7,259,1,401,1
128.135.58.7,334,1,401,1
128.135.58.7,357,1,401,1
128.135.58.7,371,1,401,1
128.135.58.7,397,1,401,1
128.135.58.7,406,1,401,1
128.135.58.7,573,1,401,1
128.135.58.7,599,1,401,1
128.135.58.7,601,1,401,1
128.135.58.7,621,1,401,1
128.135.58.7,625,2,401,5
128.135.58.7,70,1,401,1
